epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
181,80.9858,0.0448,1,1,0.0045,0.000919704,0.000919704,0.000919704
182,81.4093,0.02894,1,1,0.0011,0.000916875,0.000916875,0.000916875
183,81.8173,0.03198,1,1,0.00043,0.000914046,0.000914046,0.000914046
184,82.4289,0.02032,1,1,0.00038,0.000911216,0.000911216,0.000911216
185,82.8055,0.05119,1,1,0.00046,0.000908387,0.000908387,0.000908387
186,83.1978,0.04815,1,1,0.00058,0.000905557,0.000905557,0.000905557
187,83.5679,0.03495,1,1,0.00066,0.000902728,0.000902728,0.000902728
188,83.9688,0.00516,1,1,0.00033,0.000899898,0.000899898,0.000899898
189,84.3741,0.04359,1,1,0.0004,0.000897069,0.000897069,0.000897069
190,84.782,0.03901,1,1,0.00278,0.00089424,0.00089424,0.00089424
191,85.1426,0.04571,0.97872,1,0.01384,0.00089141,0.00089141,0.00089141
192,85.5187,0.01358,0.97872,1,0.01153,0.000888581,0.000888581,0.000888581
193,85.9423,0.01944,1,1,0.00835,0.000885751,0.000885751,0.000885751
194,86.3346,0.21548,1,1,0.00495,0.000882922,0.000882922,0.000882922
195,86.7425,0.01875,1,1,0.00491,0.000880093,0.000880093,0.000880093
196,87.1347,0.02432,1,1,0.00365,0.000877263,0.000877263,0.000877263
197,87.5265,0.03736,1,1,0.00208,0.000874434,0.000874434,0.000874434
198,87.95,0.03853,1,1,0.00251,0.000871604,0.000871604,0.000871604
199,88.3111,0.01955,1,1,0.00392,0.000868775,0.000868775,0.000868775
200,88.7345,0.02393,1,1,0.01305,0.000865945,0.000865945,0.000865945
201,89.1263,0.01654,0.97872,1,0.01773,0.000863116,0.000863116,0.000863116
202,89.5029,0.01773,1,1,0.00593,0.000860287,0.000860287,0.000860287
203,89.9264,0.01159,1,1,0.0037,0.000857457,0.000857457,0.000857457
204,90.3343,0.01397,1,1,0.00037,0.000854628,0.000854628,0.000854628
205,90.7895,0.02603,1,1,0.00048,0.000851798,0.000851798,0.000851798
206,91.2282,0.01912,1,1,0.001,0.000848969,0.000848969,0.000848969
207,91.6204,0.04083,1,1,0.00219,0.000846139,0.000846139,0.000846139
208,92.0283,0.03213,1,1,0.00321,0.00084331,0.00084331,0.00084331
209,92.4209,0.01284,1,1,0.00287,0.000840481,0.000840481,0.000840481
210,92.8757,0.01611,1,1,0.0063,0.000837651,0.000837651,0.000837651
211,93.2679,0.03167,1,1,0.00704,0.000834822,0.000834822,0.000834822
212,93.6917,0.01165,1,1,0.00853,0.000831992,0.000831992,0.000831992
213,94.0991,0.02833,1,1,0.00114,0.000829163,0.000829163,0.000829163
214,94.5069,0.00606,1,1,0.00035,0.000826334,0.000826334,0.000826334
215,94.9616,0.00396,1,1,0.00051,0.000823504,0.000823504,0.000823504
216,95.4015,0.027,1,1,0.00047,0.000820675,0.000820675,0.000820675
217,95.825,0.00301,1,1,0.00066,0.000817845,0.000817845,0.000817845
218,96.2015,0.03918,1,1,0.00077,0.000815016,0.000815016,0.000815016
219,96.6719,0.02019,1,1,0.00293,0.000812186,0.000812186,0.000812186
220,97.0953,0.01795,1,1,0.0051,0.000809357,0.000809357,0.000809357
221,97.4961,0.00449,1,1,0.0091,0.000806528,0.000806528,0.000806528
222,97.911,0.01935,0.97872,1,0.01154,0.000803698,0.000803698,0.000803698
223,98.3345,0.05201,0.97872,1,0.02428,0.000800869,0.000800869,0.000800869
224,98.7427,0.01157,0.97872,1,0.05519,0.000798039,0.000798039,0.000798039
225,99.1505,0.006,0.97872,1,0.07697,0.00079521,0.00079521,0.00079521
226,99.5431,0.03937,0.95745,1,0.17413,0.00079238,0.00079238,0.00079238
227,99.9353,0.10273,0.95745,1,0.15634,0.000789551,0.000789551,0.000789551
228,100.328,0.05821,0.95745,1,0.04977,0.000786722,0.000786722,0.000786722
229,100.752,0.00978,1,1,0.00593,0.000783892,0.000783892,0.000783892
230,101.128,0.0066,1,1,0.0017,0.000781063,0.000781063,0.000781063
231,101.52,0.05525,1,1,0.00059,0.000778233,0.000778233,0.000778233
232,101.928,0.02882,1,1,0.00061,0.000775404,0.000775404,0.000775404
233,102.336,0.02027,1,1,0.00071,0.000772575,0.000772575,0.000772575
234,102.791,0.03309,1,1,0.00092,0.000769745,0.000769745,0.000769745
235,103.183,0.00902,1,1,0.00139,0.000766916,0.000766916,0.000766916
236,103.591,0.01989,1,1,0.00315,0.000764086,0.000764086,0.000764086
237,103.984,0.01859,1,1,0.00198,0.000761257,0.000761257,0.000761257
238,104.509,0.00729,1,1,0.00435,0.000758427,0.000758427,0.000758427
239,104.941,0.00836,1,1,0.00524,0.000755598,0.000755598,0.000755598
240,105.333,0.03375,1,1,0.00303,0.000752769,0.000752769,0.000752769
241,105.788,0.01506,1,1,0.00497,0.000749939,0.000749939,0.000749939
242,106.212,0.01227,1,1,0.00306,0.00074711,0.00074711,0.00074711
243,106.588,0.0243,1,1,0.00568,0.00074428,0.00074428,0.00074428
244,107.027,0.02051,1,1,0.00983,0.000741451,0.000741451,0.000741451
245,107.404,0.01203,1,1,0.00427,0.000738622,0.000738622,0.000738622
246,107.815,0.02185,1,1,0.00334,0.000735792,0.000735792,0.000735792
247,108.22,0.01427,1,1,0.00179,0.000732963,0.000732963,0.000732963
248,108.674,0.02786,1,1,0.00071,0.000730133,0.000730133,0.000730133
249,109.051,0.00841,1,1,0.00067,0.000727304,0.000727304,0.000727304
250,109.443,0.01688,1,1,0.00053,0.000724474,0.000724474,0.000724474
251,109.851,0.03895,1,1,0.00049,0.000721645,0.000721645,0.000721645
252,110.305,0.03507,1,1,0.00255,0.000718816,0.000718816,0.000718816
253,110.729,0.00992,1,1,0.00752,0.000715986,0.000715986,0.000715986
254,111.137,0.01057,0.97872,1,0.01532,0.000713157,0.000713157,0.000713157
255,111.514,0.02051,0.97872,1,0.0179,0.000710327,0.000710327,0.000710327
256,111.906,0.04372,0.97872,1,0.015,0.000707498,0.000707498,0.000707498
257,112.33,0.05692,1,1,0.02044,0.000704668,0.000704668,0.000704668
258,112.785,0.02457,1,1,0.00562,0.000701839,0.000701839,0.000701839
259,113.177,0.04678,1,1,0.01156,0.00069901,0.00069901,0.00069901
260,113.569,0.04874,0.97872,1,0.04339,0.00069618,0.00069618,0.00069618
261,113.993,0.03809,0.97872,1,0.01537,0.000693351,0.000693351,0.000693351
262,114.432,0.02808,1,1,0.00719,0.000690521,0.000690521,0.000690521
263,114.855,0.00502,1,1,0.00267,0.000687692,0.000687692,0.000687692
264,115.279,0.00678,1,1,0.00129,0.000684863,0.000684863,0.000684863
265,115.781,0.00854,1,1,0.00072,0.000682033,0.000682033,0.000682033
266,116.174,0.00458,1,1,0.00054,0.000679204,0.000679204,0.000679204
267,116.55,0.0218,1,1,0.00059,0.000676374,0.000676374,0.000676374
268,116.958,0.00489,1,1,0.0002,0.000673545,0.000673545,0.000673545
269,117.35,0.0164,1,1,0.00027,0.000670715,0.000670715,0.000670715
270,117.758,0.00612,1,1,0.00029,0.000667886,0.000667886,0.000667886
271,118.151,0.00237,1,1,0.00071,0.000665057,0.000665057,0.000665057
272,118.527,0.01965,1,1,0.00103,0.000662227,0.000662227,0.000662227
273,118.935,0.01845,1,1,0.00143,0.000659398,0.000659398,0.000659398
274,119.311,0.01839,1,1,0.00913,0.000656568,0.000656568,0.000656568
275,119.719,0.00555,1,1,0.00408,0.000653739,0.000653739,0.000653739
276,120.158,0.00779,1,1,0.00163,0.000650909,0.000650909,0.000650909
277,120.54,0.01717,1,1,0.00036,0.00064808,0.00064808,0.00064808
278,120.99,0.00119,1,1,0.00028,0.000645251,0.000645251,0.000645251
279,121.398,0.00979,1,1,0.00023,0.000642421,0.000642421,0.000642421
280,121.805,0.0022,1,1,0.00016,0.000639592,0.000639592,0.000639592
281,122.213,0.01274,1,1,0.00029,0.000636762,0.000636762,0.000636762
282,122.59,0.02686,1,1,0.00038,0.000633933,0.000633933,0.000633933
283,123.044,0.02266,1,1,0.00072,0.000631104,0.000631104,0.000631104
284,123.436,0.00591,1,1,0.00034,0.000628274,0.000628274,0.000628274
285,123.828,0.0166,1,1,0.0003,0.000625445,0.000625445,0.000625445
286,124.205,0.01186,1,1,0.00027,0.000622615,0.000622615,0.000622615
287,124.598,0.00621,1,1,0.00024,0.000619786,0.000619786,0.000619786
288,124.99,0.00453,1,1,0.00025,0.000616956,0.000616956,0.000616956
289,125.383,0.06648,1,1,6e-05,0.000614127,0.000614127,0.000614127
290,125.791,0.00616,1,1,8e-05,0.000611298,0.000611298,0.000611298
291,126.183,0.00181,1,1,8e-05,0.000608468,0.000608468,0.000608468
292,126.701,0.00991,1,1,0.00022,0.000605639,0.000605639,0.000605639
293,127.108,0.02819,1,1,8e-05,0.000602809,0.000602809,0.000602809
294,127.485,0.00456,1,1,3e-05,0.00059998,0.00059998,0.00059998
295,127.908,0.00773,1,1,3e-05,0.000597151,0.000597151,0.000597151
296,128.301,0.00073,1,1,4e-05,0.000594321,0.000594321,0.000594321
297,128.709,0.01693,1,1,6e-05,0.000591492,0.000591492,0.000591492
298,129.101,0.00422,1,1,6e-05,0.000588662,0.000588662,0.000588662
299,129.509,0.00195,1,1,0.0001,0.000585833,0.000585833,0.000585833
300,129.957,0.01519,1,1,0.00011,0.000583003,0.000583003,0.000583003
301,130.341,0.00457,1,1,0.00016,0.000580174,0.000580174,0.000580174
302,130.78,0.00856,1,1,0.00016,0.000577345,0.000577345,0.000577345
303,131.16,0.00363,1,1,9e-05,0.000574515,0.000574515,0.000574515
304,131.533,0.01705,1,1,4e-05,0.000571686,0.000571686,0.000571686
305,131.973,0.00683,1,1,3e-05,0.000568856,0.000568856,0.000568856
306,132.365,0.00222,1,1,6e-05,0.000566027,0.000566027,0.000566027
307,132.804,0.05503,1,1,4e-05,0.000563197,0.000563197,0.000563197
308,133.227,0.01127,1,1,7e-05,0.000560368,0.000560368,0.000560368
309,133.604,0.00115,1,1,9e-05,0.000557539,0.000557539,0.000557539
310,133.996,0.04857,1,1,0.00029,0.000554709,0.000554709,0.000554709
311,134.389,0.01874,1,1,0.00046,0.00055188,0.00055188,0.00055188
312,134.843,0.01769,1,1,0.00043,0.00054905,0.00054905,0.00054905
313,135.251,0.07016,1,1,0.0006,0.000546221,0.000546221,0.000546221
314,135.628,0.02777,1,1,0.00088,0.000543392,0.000543392,0.000543392
315,136.02,0.01931,1,1,0.00123,0.000540562,0.000540562,0.000540562
316,136.396,0.01578,1,1,0.00311,0.000537733,0.000537733,0.000537733
317,136.819,0.00452,1,1,0.00096,0.000534903,0.000534903,0.000534903
318,137.275,0.00301,1,1,0.00258,0.000532074,0.000532074,0.000532074
319,137.651,0.00917,1,1,0.0021,0.000529244,0.000529244,0.000529244
320,138.059,0.0146,1,1,0.00402,0.000526415,0.000526415,0.000526415
321,138.451,0.00647,1,1,0.01188,0.000523586,0.000523586,0.000523586
322,138.937,0.00614,0.97872,1,0.04578,0.000520756,0.000520756,0.000520756
323,139.361,0.03413,0.97872,1,0.05482,0.000517927,0.000517927,0.000517927
324,139.785,0.00873,0.97872,1,0.04916,0.000515097,0.000515097,0.000515097
325,140.179,0.00886,0.97872,1,0.07289,0.000512268,0.000512268,0.000512268
326,140.615,0.00408,0.95745,1,0.05856,0.000509438,0.000509438,0.000509438
327,141.023,0.00384,0.95745,1,0.02875,0.000506609,0.000506609,0.000506609
328,141.431,0.00473,1,1,0.01839,0.00050378,0.00050378,0.00050378
329,141.839,0.00232,1,1,0.02358,0.00050095,0.00050095,0.00050095
330,142.231,0.00447,1,1,0.01529,0.000498121,0.000498121,0.000498121
331,142.623,0.0086,1,1,0.01238,0.000495291,0.000495291,0.000495291
332,143.031,0.04294,1,1,0.00479,0.000492462,0.000492462,0.000492462
333,143.47,0.00324,1,1,0.00305,0.000489633,0.000489633,0.000489633
334,143.941,0.01182,1,1,0.00256,0.000486803,0.000486803,0.000486803
335,144.411,0.00142,1,1,0.00141,0.000483974,0.000483974,0.000483974
336,144.835,0.01261,1,1,0.00167,0.000481144,0.000481144,0.000481144
337,145.243,0.00752,1,1,0.00146,0.000478315,0.000478315,0.000478315
338,145.65,0.00504,1,1,0.00256,0.000475485,0.000475485,0.000475485
339,146.091,0.00148,1,1,0.00821,0.000472656,0.000472656,0.000472656
340,146.482,0.00467,1,1,0.00347,0.000469827,0.000469827,0.000469827
341,146.921,0.00818,1,1,0.00227,0.000466997,0.000466997,0.000466997
342,147.314,0.00221,1,1,0.0017,0.000464168,0.000464168,0.000464168
343,147.768,0.00149,1,1,0.00145,0.000461338,0.000461338,0.000461338
344,148.192,0.00362,1,1,0.00125,0.000458509,0.000458509,0.000458509
345,148.584,0.00249,1,1,0.00083,0.00045568,0.00045568,0.00045568
346,148.993,0.0129,1,1,0.00081,0.00045285,0.00045285,0.00045285
347,149.385,0.00102,1,1,0.00065,0.000450021,0.000450021,0.000450021
348,149.825,0.00308,1,1,0.00048,0.000447191,0.000447191,0.000447191
349,150.199,0.00874,1,1,0.00075,0.000444362,0.000444362,0.000444362
350,150.6,0.00065,1,1,0.00043,0.000441532,0.000441532,0.000441532
351,150.985,0.00026,1,1,0.00112,0.000438703,0.000438703,0.000438703
352,151.378,0.0035,1,1,0.00077,0.000435874,0.000435874,0.000435874
