epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
353,151.786,0.0004,1,1,0.00081,0.000433044,0.000433044,0.000433044
354,152.193,0.00034,1,1,0.00079,0.000430215,0.000430215,0.000430215
355,152.604,0.00038,1,1,0.00112,0.000427385,0.000427385,0.000427385
356,153.009,0.01844,1,1,0.00127,0.000424556,0.000424556,0.000424556
357,153.401,0.00235,1,1,0.0009,0.000421726,0.000421726,0.000421726
358,153.825,0.00282,1,1,0.00168,0.000418897,0.000418897,0.000418897
359,154.233,0.00589,1,1,0.00099,0.000416068,0.000416068,0.000416068
360,154.625,0.00579,1,1,0.00113,0.000413238,0.000413238,0.000413238
361,155.033,0.04256,1,1,0.00195,0.000410409,0.000410409,0.000410409
362,155.457,0.01312,1,1,0.00078,0.000407579,0.000407579,0.000407579
363,155.896,0.01494,1,1,0.00056,0.00040475,0.00040475,0.00040475
364,156.288,0.00889,1,1,0.00062,0.000401921,0.000401921,0.000401921
365,156.696,0.01385,1,1,0.00038,0.000399091,0.000399091,0.000399091
366,157.104,0.04668,1,1,0.00027,0.000396262,0.000396262,0.000396262
367,157.481,0.00642,1,1,0.00019,0.000393432,0.000393432,0.000393432
368,157.889,0.00818,1,1,0.00032,0.000390603,0.000390603,0.000390603
369,158.297,0.00488,1,1,0.00038,0.000387773,0.000387773,0.000387773
370,158.689,0.00953,1,1,0.00021,0.000384944,0.000384944,0.000384944
371,159.097,0.00111,1,1,0.00043,0.000382115,0.000382115,0.000382115
372,159.517,0.01351,1,1,0.00031,0.000379285,0.000379285,0.000379285
373,159.959,0.0047,1,1,0.00021,0.000376456,0.000376456,0.000376456
374,160.367,0.00341,1,1,8e-05,0.000373626,0.000373626,0.000373626
375,160.819,0.02517,1,1,9e-05,0.000370797,0.000370797,0.000370797
376,161.22,0.0012,1,1,0.00017,0.000367967,0.000367967,0.000367967
377,161.622,0.00166,1,1,0.00013,0.000365138,0.000365138,0.000365138
378,162.092,0.01336,1,1,7e-05,0.000362309,0.000362309,0.000362309
379,162.5,0.03587,1,1,8e-05,0.000359479,0.000359479,0.000359479
380,162.908,0.00112,1,1,9e-05,0.00035665,0.00035665,0.00035665
381,163.3,0.00309,1,1,8e-05,0.00035382,0.00035382,0.00035382
382,163.708,0.00898,1,1,4e-05,0.000350991,0.000350991,0.000350991
383,164.1,0.01849,1,1,1e-05,0.000348162,0.000348162,0.000348162
384,164.477,0.00341,1,1,2e-05,0.000345332,0.000345332,0.000345332
385,164.963,0.0028,1,1,1e-05,0.000342503,0.000342503,0.000342503
386,165.355,0.00447,1,1,1e-05,0.000339673,0.000339673,0.000339673
387,165.763,0.01658,1,1,2e-05,0.000336844,0.000336844,0.000336844
388,166.171,0.01214,1,1,5e-05,0.000334014,0.000334014,0.000334014
389,166.594,0.00091,1,1,2e-05,0.000331185,0.000331185,0.000331185
390,167.002,0.00361,1,1,8e-05,0.000328356,0.000328356,0.000328356
391,167.378,0.0541,1,1,3e-05,0.000325526,0.000325526,0.000325526
392,167.786,0.01001,1,1,3e-05,0.000322697,0.000322697,0.000322697
393,168.163,0.00036,1,1,4e-05,0.000319867,0.000319867,0.000319867
394,168.586,0.00582,1,1,2e-05,0.000317038,0.000317038,0.000317038
395,169.01,0.00123,1,1,3e-05,0.000314209,0.000314209,0.000314209
396,169.371,0.00412,1,1,5e-05,0.000311379,0.000311379,0.000311379
397,169.795,0.01327,1,1,4e-05,0.00030855,0.00030855,0.00030855
398,170.312,0.00524,1,1,2e-05,0.00030572,0.00030572,0.00030572
399,170.689,0.00215,1,1,4e-05,0.000302891,0.000302891,0.000302891
400,171.112,0.00436,1,1,4e-05,0.000300061,0.000300061,0.000300061
401,171.489,0.00482,1,1,6e-05,0.000297232,0.000297232,0.000297232
402,171.928,0.0173,1,1,8e-05,0.000294403,0.000294403,0.000294403
403,172.305,0.00224,1,1,0.00013,0.000291573,0.000291573,0.000291573
404,172.744,0.00181,1,1,0.00012,0.000288744,0.000288744,0.000288744
405,173.168,0.00112,1,1,0.00018,0.000285914,0.000285914,0.000285914
406,173.56,0.00152,1,1,0.00015,0.000283085,0.000283085,0.000283085
407,173.984,0.00712,1,1,9e-05,0.000280255,0.000280255,0.000280255
408,174.362,0.00878,1,1,0.00012,0.000277426,0.000277426,0.000277426
409,174.784,0.01558,1,1,0.00019,0.000274597,0.000274597,0.000274597
410,175.192,0.00614,1,1,0.00011,0.000271767,0.000271767,0.000271767
411,175.584,0.00974,1,1,0.0001,0.000268938,0.000268938,0.000268938
412,176.008,0.02166,1,1,0.00013,0.000266108,0.000266108,0.000266108
413,176.4,0.00214,1,1,0.00015,0.000263279,0.000263279,0.000263279
414,176.851,0.00465,1,1,0.00031,0.00026045,0.00026045,0.00026045
415,177.215,0.01013,1,1,0.00042,0.00025762,0.00025762,0.00025762
416,177.623,0.03398,1,1,0.00049,0.000254791,0.000254791,0.000254791
417,178.015,0.00962,1,1,0.00011,0.000251961,0.000251961,0.000251961
418,178.439,0.00257,1,1,8e-05,0.000249132,0.000249132,0.000249132
419,178.894,0.00135,1,1,8e-05,0.000246302,0.000246302,0.000246302
420,179.318,0.00694,1,1,3e-05,0.000243473,0.000243473,0.000243473
421,179.71,0.0066,1,1,7e-05,0.000240644,0.000240644,0.000240644
422,180.134,0.00074,1,1,4e-05,0.000237814,0.000237814,0.000237814
423,180.51,0.00052,1,1,5e-05,0.000234985,0.000234985,0.000234985
424,180.903,0.00565,1,1,3e-05,0.000232155,0.000232155,0.000232155
425,181.279,0.00439,1,1,4e-05,0.000229326,0.000229326,0.000229326
426,181.671,0.01425,1,1,3e-05,0.000226497,0.000226497,0.000226497
427,182.061,0.00074,1,1,2e-05,0.000223667,0.000223667,0.000223667
428,182.518,0.01154,1,1,2e-05,0.000220838,0.000220838,0.000220838
429,182.941,0.00156,1,1,1e-05,0.000218008,0.000218008,0.000218008
430,183.303,0.00453,1,1,2e-05,0.000215179,0.000215179,0.000215179
431,183.695,0.0033,1,1,1e-05,0.000212349,0.000212349,0.000212349
432,184.071,0.00089,1,1,1e-05,0.00020952,0.00020952,0.00020952
433,184.51,0.00263,1,1,2e-05,0.000206691,0.000206691,0.000206691
434,184.902,0.00563,1,1,2e-05,0.000203861,0.000203861,0.000203861
435,185.279,0.00194,1,1,2e-05,0.000201032,0.000201032,0.000201032
436,185.687,0.00935,1,1,2e-05,0.000198202,0.000198202,0.000198202
437,186.079,0.01414,1,1,2e-05,0.000195373,0.000195373,0.000195373
438,186.486,0.00146,1,1,2e-05,0.000192543,0.000192543,0.000192543
439,186.894,0.01756,1,1,2e-05,0.000189714,0.000189714,0.000189714
440,187.272,0.02897,1,1,9e-05,0.000186885,0.000186885,0.000186885
441,187.679,0.00214,1,1,5e-05,0.000184055,0.000184055,0.000184055
442,188.073,0.00309,1,1,0.0001,0.000181226,0.000181226,0.000181226
443,188.463,0.00539,1,1,5e-05,0.000178396,0.000178396,0.000178396
444,188.855,0.00079,1,1,4e-05,0.000175567,0.000175567,0.000175567
445,189.247,0.01333,1,1,6e-05,0.000172738,0.000172738,0.000172738
446,189.677,0.00737,1,1,3e-05,0.000169908,0.000169908,0.000169908
447,190.078,0.0125,1,1,2e-05,0.000167079,0.000167079,0.000167079
448,190.518,0.00362,1,1,5e-05,0.000164249,0.000164249,0.000164249
449,190.925,0.00597,1,1,3e-05,0.00016142,0.00016142,0.00016142
450,191.318,0.00087,1,1,4e-05,0.00015859,0.00015859,0.00015859
451,191.725,0.00056,1,1,3e-05,0.000155761,0.000155761,0.000155761
452,192.117,0.00453,1,1,6e-05,0.000152932,0.000152932,0.000152932
453,192.51,0.00083,1,1,3e-05,0.000150102,0.000150102,0.000150102
454,192.902,0.00507,1,1,3e-05,0.000147273,0.000147273,0.000147273
455,193.294,0.00131,1,1,3e-05,0.000144443,0.000144443,0.000144443
456,193.733,0.01176,1,1,5e-05,0.000141614,0.000141614,0.000141614
457,194.141,0.00552,1,1,2e-05,0.000138784,0.000138784,0.000138784
458,194.517,0.00724,1,1,4e-05,0.000135955,0.000135955,0.000135955
459,194.925,0.00079,1,1,4e-05,0.000133126,0.000133126,0.000133126
460,195.333,0.00036,1,1,7e-05,0.000130296,0.000130296,0.000130296
461,195.725,0.01432,1,1,8e-05,0.000127467,0.000127467,0.000127467
462,196.211,0.00549,1,1,4e-05,0.000124637,0.000124637,0.000124637
463,196.604,0.00479,1,1,6e-05,0.000121808,0.000121808,0.000121808
464,197.011,0.00159,1,1,6e-05,0.000118979,0.000118979,0.000118979
465,197.45,0.00344,1,1,4e-05,0.000116149,0.000116149,0.000116149
466,197.889,0.00037,1,1,6e-05,0.00011332,0.00011332,0.00011332
467,198.281,0.00024,1,1,6e-05,0.00011049,0.00011049,0.00011049
468,198.695,0.00156,1,1,7e-05,0.000107661,0.000107661,0.000107661
469,199.081,0.00137,1,1,7e-05,0.000104831,0.000104831,0.000104831
470,199.473,0.00182,1,1,3e-05,0.000102002,0.000102002,0.000102002
471,199.881,0.00028,1,1,3e-05,9.91726e-05,9.91726e-05,9.91726e-05
472,200.274,0.00431,1,1,6e-05,9.63432e-05,9.63432e-05,9.63432e-05
473,200.665,0.00272,1,1,3e-05,9.35138e-05,9.35138e-05,9.35138e-05
474,201.058,0.00438,1,1,3e-05,9.06843e-05,9.06843e-05,9.06843e-05
475,201.45,0.00095,1,1,4e-05,8.78549e-05,8.78549e-05,8.78549e-05
476,201.921,0.00314,1,1,3e-05,8.50255e-05,8.50255e-05,8.50255e-05
477,202.453,0.00224,1,1,5e-05,8.21961e-05,8.21961e-05,8.21961e-05
478,202.877,0.00822,1,1,5e-05,7.93667e-05,7.93667e-05,7.93667e-05
479,203.269,0.0053,1,1,4e-05,7.65372e-05,7.65372e-05,7.65372e-05
480,203.662,0.0039,1,1,5e-05,7.37078e-05,7.37078e-05,7.37078e-05
481,204.053,0.0008,1,1,5e-05,7.08784e-05,7.08784e-05,7.08784e-05
482,204.461,0.00243,1,1,5e-05,6.8049e-05,6.8049e-05,6.8049e-05
483,204.916,0.00068,1,1,3e-05,6.52196e-05,6.52196e-05,6.52196e-05
484,205.309,0.0056,1,1,4e-05,6.23901e-05,6.23901e-05,6.23901e-05
485,205.701,0.00284,1,1,5e-05,5.95607e-05,5.95607e-05,5.95607e-05
486,206.14,0.00025,1,1,3e-05,5.67313e-05,5.67313e-05,5.67313e-05
487,206.532,0.00059,1,1,3e-05,5.39019e-05,5.39019e-05,5.39019e-05
488,206.955,0.00449,1,1,7e-05,5.10725e-05,5.10725e-05,5.10725e-05
489,207.379,0.00145,1,1,9e-05,4.8243e-05,4.8243e-05,4.8243e-05
490,207.771,0.00091,1,1,5e-05,4.54136e-05,4.54136e-05,4.54136e-05
491,212.398,0.00573,1,1,4e-05,4.25842e-05,4.25842e-05,4.25842e-05
492,212.915,0.00299,1,1,4e-05,3.97548e-05,3.97548e-05,3.97548e-05
493,213.354,0.0015,1,1,3e-05,3.69254e-05,3.69254e-05,3.69254e-05
494,213.778,0.01283,1,1,3e-05,3.40959e-05,3.40959e-05,3.40959e-05
495,214.186,0.00341,1,1,3e-05,3.12665e-05,3.12665e-05,3.12665e-05
496,214.594,0.00048,1,1,3e-05,2.84371e-05,2.84371e-05,2.84371e-05
497,215.017,0.00419,1,1,3e-05,2.56077e-05,2.56077e-05,2.56077e-05
498,215.472,0.00021,1,1,3e-05,2.27783e-05,2.27783e-05,2.27783e-05
499,215.931,0.00035,1,1,4e-05,1.99488e-05,1.99488e-05,1.99488e-05
500,216.366,0.00049,1,1,6e-05,1.71194e-05,1.71194e-05,1.71194e-05
